country,state,district,year,dyid,sulfate,arsenic,carbonate,calcium,chloride,electricalconductivity,fluorine,iron,hydrogencarbonate,potassium,magnesium,nitrate,sodium,percentageofsodium,phosphateion,residualsodiumcarbonate,sodiumabsorptionratio,silicondioxide,hardnesstotal,alkalinitytotal,totaldissolvedsolids,potentialofhydrogen,SDP,SDP_NORM,ginivalue,SDP_sq,SDP_cube,north,northeast,east,central,west,south
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2000,SOUTH ANDAMAN2000,,,,,,,,,,,,,,,,,,,,,,,838.0,1247.872291,0.33,1557185.2546455883,1943168331.226009,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2001,SOUTH ANDAMAN2001,,,,,,,,,,,,,,,,,,,,,,,857.0,1276.165338,0.33,1628597.9699126545,2078360278.7396965,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2002,SOUTH ANDAMAN2002,,,,,,,,,,,,,,,,,,,,,,,948.0,1411.674143,0.33,1992823.886014784,2813217951.4398503,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2003,SOUTH ANDAMAN2003,,,,,,,,,,,,,,,,,,,,,,,1048.0,1560.584918,0.33,2435425.2862890665,3800687970.6985497,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2004,SOUTH ANDAMAN2004,38.52,,,46.23077,70.269234,594.69232,0.25818181,0.66900003,214.80769,1.7423077,23.407692,5.9200001,44.861538,,,,1.323077,,211.92308,,,7.9349999,1088.0,1620.149228,0.33,2624883.520988996,4252703010.120244,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2005,SOUTH ANDAMAN2005,33.0,,10.666667,59.92857,195.03572,1021.7143,0.11136364,0.37535715,194.67857,3.7714286,29.078571,10.135769,91.5,,,1.28,1.9321429,,268.03571,,,8.3946428,1720.0,1706.464588,0.33,2912021.3900980097,4969261381.700788,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2006,SOUTH ANDAMAN2006,,,,,,,,,,,,,,,,,,,,,,,2029.0,2013.032935,0.33,4052301.597394714,8157416578.108669,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2007,SOUTH ANDAMAN2007,67.269234,,,68.846153,313.61539,1420.9231,0.28115386,0.82571429,250.80769,5.4615383,36.923077,4.3388891,191.23077,,,,2.708077,,331.92307,,,7.7830768,2238.0,2220.388225,0.33,4930123.869718651,10946788988.114729,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2008,SOUTH ANDAMAN2008,,,,,,,,,,,,,,,,,,,,,,,2579.0,2558.704751,0.33,6546970.002789973,16751763250.793188,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2009,SOUTH ANDAMAN2009,14.454545,,,25.764706,40.735294,373.97058,0.20380953,0.29053333,149.51176,2.1264706,15.466471,3.4516129,30.155882,,,,1.2308823,,127.94118,,,7.912353,2911.0,2888.092101,0.33,8341075.983858596,24089795662.82281,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2010,SOUTH ANDAMAN2010,30.799999,,16.5,49.785713,83.5,746.92859,0.62166667,0.85766667,260.42856,4.0142856,20.162144,3.2592592,85.14286,,,4.3000002,2.6407144,,207.14285,,,8.1389284,3164.0,3139.101137,0.33,9853955.948314693,30932564321.30257,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2011,SOUTH ANDAMAN2011,22.878788,,,55.39394,47.121212,533.12122,0.18615384,0.064941175,274.39395,2.8062501,15.106061,2.5,50.21212,,,,1.5727272,,198.93939,,,7.7787881,3431.0,3404.0,0.33,11587216.0,39442883264.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2012,SOUTH ANDAMAN2012,39.5625,,,33.942856,51.342857,525.88574,0.14650001,0.2852,209.39999,3.9906251,24.92,8.0666666,43.057144,,,,1.556,,200.0,,,8.2057142,3558.0,3558.0,0.33,12659364.0,45042017112.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2013,SOUTH ANDAMAN2013,52.032204,,,48.40678,45.815254,554.55933,0.345,0.85689658,206.30508,3.719322,15.995933,6.3309436,46.777966,,,,1.4794915,,187.88136,,,7.9559321,3811.0,3811.0,0.33,14523721.0,55349900731.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2014,SOUTH ANDAMAN2014,,,,,,,,,,,,,,,,,,,,,,,4151.0,4151.0,0.33,17230801.0,71525054951.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2015,SOUTH ANDAMAN2015,,,,,,,,,,,,,,,,,,,,,,,4483.0,4483.0,0.33,20097289.0,90096146587.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2016,SOUTH ANDAMAN2016,22.517857,,0.0,45.32143,86.65625,625.73212,0.28767857,0.71410716,201.3858,4.0678573,18.782768,4.4464288,53.410713,,0.15107143,,,18.607143,190.54286,,372.625,7.830893,5091.0,5091.0,0.33,25918281.0,131949968571.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2017,SOUTH ANDAMAN2017,,,,,,,,,,,,,,,,,,,,,,,5750.0,5750.0,0.33,33062500.0,190109375000.0,,,1.0,,,
INDIA,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,2018,SOUTH ANDAMAN2018,27.216545,0.0,2.1272728,18.836363,55.435909,514.41815,0.56545454,0.48330909,180.30855,2.4987273,27.896727,2.5203636,44.210728,,0.0,0.0,0.0,16.627636,161.90909,151.33636,307.06558,8.1258183,6108.0,6108.0,0.33,37307664.0,227875211712.0,,,1.0,,,
INDIA,ANDHRA PRADESH,ANANTAPUR,2000,ANANTAPUR2000,142.11765,,8.608696,60.114285,263.62857,1769.5714,1.3011764,,322.25714,27.970589,49.585266,98.588234,220.73529,,,5.2656665,5.6230855,,353.51428,,,8.5237141,126035.0,171093.798,0.27,29273087714.064808,5008443756186486.0,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2001,ANANTAPUR2001,86.779999,,,88.080002,248.588,1713.4,1.37304,,416.09201,22.796,47.200001,112.68,189.46001,,,4.5327272,4.13692,,413.79999,,,7.9239998,131750.0,178851.9688,0.27,31988026743.636173,5721121561126383.0,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2002,ANANTAPUR2002,,,,,250.7048,1789.6,1.1792001,,,,,165.56599,,,,,,,,,,7.8319998,134749.0,182923.1419,0.27,33460875842.56753,6120768539848262.0,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2003,ANANTAPUR2003,,,,,,1865.6875,1.49375,,,,,104.025,,,,0.0,,,,,,8.7868748,147950.0,200843.634,0.27,40338165318.32595,8101663711425350.0,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2004,ANANTAPUR2004,110.33334,,19.666666,65.888885,353.38889,1991.6666,1.1508334,3.0,292.22223,45.405556,63.388332,142.61111,241.16667,,,-6.1144447,5.4022222,,425.11111,272.31113,,8.4672222,158714.0,215455.8738,0.27,46421233554.92152,1.0001727438449498e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2005,ANANTAPUR2005,213.90909,,,99.63636,439.72726,2976.8181,1.4372727,,618.27271,121.40909,70.186363,150.18182,363.90909,,,9.3479996,7.1018181,,537.27271,506.79999,,7.73,128150.0,227457.9878,0.27,51737136214.02495,1.1768024897776626e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2006,ANANTAPUR2006,107.0,,25.75,69.515152,287.09091,1940.303,1.3055757,,327.57574,50.293938,64.993942,209.39063,208.9697,,,5.2127271,4.5687881,,440.75757,284.11514,,8.2160606,141610.0,251348.62,0.27,63176128775.9044,1.587923278476586e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2007,ANANTAPUR2007,79.481483,,,99.185188,243.85185,1913.7037,2.9140742,,546.40741,48.922222,48.368149,130.77777,215.92592,,,7.3061538,4.4925928,,446.40741,447.87408,,7.7411113,159270.0,282693.9814,0.27,79915887119.78354,2.2591740307004588e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2008,ANANTAPUR2008,138.5,,,35.692307,339.73077,2413.4614,1.194,,520.88464,99.0,81.865768,204.83333,301.53845,,,7.4450002,6.5546155,,425.76923,426.96539,,7.8753848,163341.0,289919.744,0.27,84053457961.02554,2.436875701437529e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2009,ANANTAPUR2009,103.34782,,36.0,71.739128,242.73914,1787.9565,1.5626087,,400.0,53.608696,32.868259,144.66667,233.60869,,,7.7816668,6.2352176,,314.17392,330.4826,,7.8069563,174401.0,309550.5309,0.27,95821531180.47186,2.966160584856597e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2010,ANANTAPUR2010,101.23077,,,80.230766,215.26923,1769.3462,1.7126923,,472.80768,46.708332,46.076923,142.66667,212.5,,,6.9418182,4.6915383,,389.69232,387.55383,,7.6907692,186041.0,330210.7804,0.27,109039159492.377,3.600590595013788e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2011,ANANTAPUR2011,164.95833,,,57.666668,253.91667,1884.625,1.3154167,,390.20834,56.333332,48.827084,131.125,249.58333,,,8.5088892,5.6245832,,344.70834,319.86667,,7.8570833,191554.0,339996.0,0.27,115597280016.0,3.930261281631994e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2012,ANANTAPUR2012,,,,,171.83333,1480.8334,1.4045833,,,,,112.6087,,,,0.0,,,,,,7.7199998,341335.0,341335.0,0.27,116509582225.0,3.9768798248770376e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2013,ANANTAPUR2013,103.21875,,18.0,57.5625,214.375,1591.7813,1.4609678,,364.6875,44.931034,45.824062,89.119354,191.875,,,4.8094115,4.9115624,,332.09375,301.75311,,7.9524999,360239.0,360239.0,0.27,129772137121.0,4.674898490433192e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2014,ANANTAPUR2014,138.45,,123.0,83.433334,254.16667,1971.3334,1.1176667,,419.76666,89.900002,54.422001,154.63333,201.76666,,,-2.9719999,4.4973335,,432.0,357.73767,,7.7756667,397064.0,397064.0,0.27,157659820096.0,6.260103880659814e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2015,ANANTAPUR2015,107.94815,,0.0,121.55556,272.44446,2147.7778,1.1385186,0.080434784,578.59259,110.11111,48.935925,127.61111,196.44444,,,-1.22,3.9248147,,504.55554,474.25665,,7.4292593,446997.0,446997.0,0.27,199806318009.0,8.931282473106898e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2016,ANANTAPUR2016,94.451614,,0.0,135.48387,332.80646,2477.7419,1.0893549,,558.67743,82.3871,42.322582,264.16129,285.0,,,,,,512.74194,,1578.4517,7.7464514,477566.0,477566.0,0.27,228069284356.0,1.089181358527575e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2017,ANANTAPUR2017,129.65218,,,124.17391,307.43478,2347.6521,1.0204347,,599.73914,119.16087,55.330433,150.43478,230.13043,,,-1.8356522,4.576087,,537.3913,491.59042,,7.5191302,526626.0,526626.0,0.27,277334943876.0,1.4605179215364237e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,ANANTAPUR,2018,ANANTAPUR2018,86.210808,,0.0,112.56757,278.0,1984.4324,1.2516216,0.0,477.0,51.81081,70.792976,151.78918,167.32433,,0.0,-7.243784,3.1108108,0.0,572.02704,390.98404,0.0,7.752162,558862.0,558862.0,0.27,312326735044.0,1.7454754380015994e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2000,CHITTOOR2000,45.109093,,15.719048,39.18182,145.63637,1178.8636,0.85218179,,252.56818,18.445454,46.93182,68.19091,125.55454,,,4.1312499,3.0364544,,290.95456,,,8.7486362,126035.0,171093.798,0.31,29273087714.064808,5008443756186486.0,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2001,CHITTOOR2001,,,,,,,,,,,,,,,,,,,,,,,131750.0,178851.9688,0.31,31988026743.636173,5721121561126383.0,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2002,CHITTOOR2002,,,,,210.21053,1383.1578,0.69648647,,,,,85.18763,,,,,,,,,,8.3055267,134749.0,182923.1419,0.31,33460875842.56753,6120768539848262.0,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2003,CHITTOOR2003,,,,,,,,,,,,,,,,,,,,,,,147950.0,200843.634,0.31,40338165318.32595,8101663711425350.0,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2004,CHITTOOR2004,75.807693,,16.888889,60.222221,268.14816,1403.1482,0.31037039,,192.2963,30.48889,53.184074,85.844444,136.66667,,,-7.4430771,3.4607408,,369.0,185.77777,,8.6014814,158714.0,215455.8738,0.31,46421233554.92152,1.0001727438449498e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2005,CHITTOOR2005,51.208332,,30.0,107.41666,283.75,1718.125,0.41833332,,435.41666,29.375,48.959167,56.227272,161.66667,,,3.8488889,3.51125,,469.375,358.99582,,7.8095832,128150.0,227457.9878,0.31,51737136214.02495,1.1768024897776626e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2006,CHITTOOR2006,60.394737,,55.0,65.315788,181.28947,1306.1842,0.61663157,,278.8158,17.478947,44.801842,97.235291,130.57895,,,3.4112499,3.1634212,,348.92105,257.48947,,8.1450005,141610.0,251348.62,0.31,63176128775.9044,1.587923278476586e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2007,CHITTOOR2007,54.162163,,,104.05128,262.10257,1768.4615,0.88692307,,473.53845,19.435898,41.552563,89.002777,191.79488,,,4.027143,3.9338462,,430.51282,388.15128,,7.1733332,159270.0,282693.9814,0.31,79915887119.78354,2.2591740307004588e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2008,CHITTOOR2008,61.429729,,,75.23027,187.7027,1302.4324,0.67081082,,373.05405,23.171429,45.440269,73.577774,132.37837,,,3.5657144,2.9502702,,374.5946,305.78918,,7.6391892,163341.0,289919.744,0.31,84053457961.02554,2.436875701437529e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2009,CHITTOOR2009,58.509377,,14.0,43.5,196.4375,1233.0938,0.57718748,,262.0,17.129032,35.649063,62.20414,154.5,,,3.7171428,4.1471877,,255.15625,216.94374,,7.9718752,174401.0,309550.5309,0.31,95821531180.47186,2.966160584856597e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2010,CHITTOOR2010,74.86216,,,79.297295,163.27026,1439.4595,0.94945943,,407.86487,22.648649,33.806759,76.53611,160.24324,,,4.6284208,3.9794595,,336.89191,334.32431,,7.7124324,186041.0,330210.7804,0.31,109039159492.377,3.600590595013788e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2011,CHITTOOR2011,18.576086,,,80.434784,207.91304,1317.5652,0.60000002,,356.65216,15.82826,33.95652,64.347824,138.0,,,4.5133333,3.1365218,,340.34784,292.33914,,7.5865216,191554.0,339996.0,0.31,115597280016.0,3.930261281631994e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2012,CHITTOOR2012,,,,,199.52942,1491.7941,0.5894118,,,,,50.060608,,,,0.0,,,,,,7.3126469,341335.0,341335.0,0.31,116509582225.0,3.9768798248770376e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2013,CHITTOOR2013,74.487503,,12.0,55.333332,191.58333,1197.9584,0.62,,253.70833,6.125,40.083752,39.64875,132.41667,,,3.2366667,3.4591668,,302.91666,208.79167,,7.9379168,360239.0,360239.0,0.31,129772137121.0,4.674898490433192e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2014,CHITTOOR2014,80.838707,,72.0,80.903229,295.4516,1623.0646,0.5354839,,346.09677,13.225806,48.724194,30.0,184.64516,,,-4.4341936,3.9925807,,402.25806,291.42743,,7.680645,397064.0,397064.0,0.31,157659820096.0,6.260103880659814e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2015,CHITTOOR2015,50.768749,,0.0,97.3125,196.6875,1348.125,0.51749998,0.38249999,394.875,19.5625,33.890625,24.4,121.9375,,,-2.3425,2.67875,,382.1875,323.66812,,7.2325001,446997.0,446997.0,0.31,199806318009.0,8.931282473106898e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2016,CHITTOOR2016,74.0625,,0.0,109.16666,277.22916,1730.9791,0.74458331,,423.66666,16.916666,46.791668,81.354164,182.5625,,,,,,465.3125,,1046.9791,7.5870833,477566.0,477566.0,0.31,228069284356.0,1.089181358527575e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2017,CHITTOOR2017,56.633335,,,117.0,276.23334,1946.6666,0.58566666,,447.79999,17.466667,50.429668,31.433332,155.3,,,-5.2946668,2.8566666,,499.33334,367.04868,,7.5549998,526626.0,526626.0,0.31,277334943876.0,1.4605179215364237e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,CHITTOOR,2018,CHITTOOR2018,52.628124,,0.0,90.03125,237.8125,1439.8125,0.68718749,0.0,376.53125,21.09,50.615936,25.299999,122.96875,,0.0,-4.9706249,2.4590626,0.0,432.8125,308.6322,0.0,7.7081251,558862.0,558862.0,0.31,312326735044.0,1.7454754380015994e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2000,EAST GODAVARI2000,130.9697,,11.285714,30.545454,248.9697,1519.2424,0.26636365,,279.57574,38.051514,55.515152,52.599998,186.72728,,,2.3408,4.7701817,,305.18182,,,8.6639395,126035.0,171093.798,0.28,29273087714.064808,5008443756186486.0,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2001,EAST GODAVARI2001,,,,,,,,,,,,,,,,,,,,,,,131750.0,178851.9688,0.28,31988026743.636173,5721121561126383.0,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2002,EAST GODAVARI2002,,,,,347.3143,1806.0,0.47085714,,,,,65.817856,,,,,,,,,,8.5151424,134749.0,182923.1419,0.28,33460875842.56753,6120768539848262.0,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2003,EAST GODAVARI2003,,,,,,,,,,,,,,,,,,,,,,,147950.0,200843.634,0.28,40338165318.32595,8101663711425350.0,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2004,EAST GODAVARI2004,106.43333,,2.275862,48.57143,394.76666,1722.5,0.46843332,,268.03333,43.219231,62.045334,62.166668,200.17857,,,-5.8000002,4.3789287,,368.33334,223.37334,,8.0286665,158714.0,215455.8738,0.28,46421233554.92152,1.0001727438449498e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2005,EAST GODAVARI2005,98.096878,,,50.8125,343.84375,1688.0625,0.29137501,,297.0,26.984375,54.818127,56.038124,231.09375,,,3.1184616,4.8649998,,352.34375,243.4375,,7.9803123,128150.0,227457.9878,0.28,51737136214.02495,1.1768024897776626e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2006,EAST GODAVARI2006,80.205879,,46.105263,55.0,322.23529,1643.8235,0.21138236,,228.14706,32.579411,60.09647,83.599998,181.91176,,,2.3800001,3.8291178,,385.0,229.95882,,8.3744116,141610.0,251348.62,0.28,63176128775.9044,1.587923278476586e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2007,EAST GODAVARI2007,88.147057,,,66.823532,331.67648,1907.9412,0.44564706,,420.0,40.155884,59.540882,86.0,229.41176,,,5.9523077,4.7955885,,411.61765,344.27646,,7.7470589,159270.0,282693.9814,0.28,79915887119.78354,2.2591740307004588e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2008,EAST GODAVARI2008,67.21212,,12.0,53.379311,299.54544,1506.4706,0.32124999,,290.58066,33.385715,51.970882,41.472691,179.75862,,,4.3984613,4.022069,,327.35294,256.6394,,8.2085295,163341.0,289919.744,0.28,84053457961.02554,2.436875701437529e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2009,EAST GODAVARI2009,59.78125,,55.96875,40.59375,268.71875,1480.0313,0.3321875,,222.09375,32.25,44.971561,43.4925,195.25,,,5.007143,4.50875,,286.25,275.32501,,8.703125,174401.0,309550.5309,0.28,95821531180.47186,2.966160584856597e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2010,EAST GODAVARI2010,101.7125,,,74.875,352.375,1976.4063,0.48750001,,406.40625,31.266666,68.547813,61.898277,220.28125,,,3.6276922,4.2196875,,468.75,333.12811,,7.7796874,186041.0,330210.7804,0.28,109039159492.377,3.600590595013788e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2011,EAST GODAVARI2011,38.222286,,,78.114288,256.60001,1580.0,0.45514286,,448.94287,35.917141,34.556572,24.345882,184.54286,,,3.6508334,3.9994285,,337.02856,367.99142,,7.7562857,191554.0,339996.0,0.28,115597280016.0,3.930261281631994e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2012,EAST GODAVARI2012,,,,,224.66667,1494.8334,0.39833334,,,,,23.74074,,,,0.0,,,,,,7.7649999,341335.0,341335.0,0.28,116509582225.0,3.9768798248770376e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2013,EAST GODAVARI2013,67.141075,,12.0,45.82143,253.48215,1418.8928,0.315,,316.89285,22.925926,44.92643,36.756603,182.83928,,,2.6225808,4.2446427,,299.10715,260.12143,,8.0617857,360239.0,360239.0,0.28,129772137121.0,4.674898490433192e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2014,EAST GODAVARI2014,78.220688,,34.400002,41.827587,256.3793,1425.7797,0.35800001,,268.27585,35.532585,46.740345,47.927414,183.03621,,,-2.4768965,4.3748274,,296.60345,234.72655,,8.1342373,397064.0,397064.0,0.28,157659820096.0,6.260103880659814e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2015,EAST GODAVARI2015,66.897057,,4.0,73.529411,192.58824,1435.1177,0.25264707,0.51115382,410.64706,26.617647,40.120293,41.532352,154.0853,,,-0.20666666,3.2035294,,348.47058,343.06647,,7.8897057,446997.0,446997.0,0.28,199806318009.0,8.931282473106898e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2016,EAST GODAVARI2016,81.509804,,2.4117646,61.509804,208.27451,1374.3431,0.38470587,,341.68628,24.254902,42.656864,29.911764,150.36275,,,,,,328.84805,,808.62744,7.8995099,477566.0,477566.0,0.28,228069284356.0,1.089181358527575e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2017,EAST GODAVARI2017,79.015945,,38.25,91.797104,252.13043,1629.3914,0.53057969,,421.73914,29.683187,47.557537,31.779856,165.75072,,,-2.8652174,3.2833333,,424.6377,353.0787,,7.967536,526626.0,526626.0,0.28,277334943876.0,1.4605179215364237e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,EAST GODAVARI,2018,EAST GODAVARI2018,80.129265,,1.0243902,77.121948,324.48779,1926.3414,0.53585362,0.0,477.48779,37.975609,66.06488,33.953659,207.02196,,0.0,-2.8468292,3.5117073,0.0,464.14633,393.09048,0.0,7.6295123,558862.0,558862.0,0.28,312326735044.0,1.7454754380015994e+17,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2000,GUNTUR2000,169.38095,,8.0,56.095238,510.95239,2652.762,0.9002381,,277.2381,87.509521,76.428574,218.80476,340.4762,,,3.9606667,7.7615714,,454.66666,,,8.1719046,126035.0,171093.798,0.33,29273087714.064808,5008443756186486.0,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2001,GUNTUR2001,,,,,,,,,,,,,,,,,,,,,,,131750.0,178851.9688,0.33,31988026743.636173,5721121561126383.0,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2002,GUNTUR2002,,,,,217.32143,2459.2856,1.0576072,,,,,148.64285,,,,,,,,,,8.0382147,134749.0,182923.1419,0.33,33460875842.56753,6120768539848262.0,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2003,GUNTUR2003,,,,,,,,,,,,,,,,,,,,,,,147950.0,200843.634,0.33,40338165318.32595,8101663711425350.0,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2004,GUNTUR2004,140.82001,,5.3793101,82.068962,386.23334,2416.6667,0.78233331,,419.69666,132.09607,63.026001,127.182,245.89655,,,-4.2303448,5.0658622,,457.16666,352.69333,,8.1750002,158714.0,215455.8738,0.33,46421233554.92152,1.0001727438449498e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2005,GUNTUR2005,147.41667,,,114.33334,482.27777,2700.4443,0.64444447,,433.77777,106.62222,65.784164,162.7,294.11111,,,4.4953847,5.5102777,,555.83331,355.5611,,7.7419443,128150.0,227457.9878,0.33,51737136214.02495,1.1768024897776626e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2006,GUNTUR2006,159.66667,,37.25,56.666668,463.1282,2387.7949,0.56871796,,222.46153,107.36923,56.433079,156.14917,299.15384,,,4.3400002,7.0192308,,372.05127,220.55898,,8.5035896,141610.0,251348.62,0.33,63176128775.9044,1.587923278476586e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2007,GUNTUR2007,180.02499,,16.26923,59.121952,469.52499,2513.6584,0.77324998,,271.95001,120.08049,64.828293,143.08421,296.68292,,,4.8080001,6.5492682,,414.14633,240.53999,,8.4312191,159270.0,282693.9814,0.33,79915887119.78354,2.2591740307004588e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2008,GUNTUR2008,187.92105,,,88.210526,473.39474,2550.1282,0.67055261,,359.57895,140.6842,67.027695,162.56757,282.63159,,,4.4346666,5.7023683,,490.1282,294.74475,,8.0653849,163341.0,289919.744,0.33,84053457961.02554,2.436875701437529e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2009,GUNTUR2009,162.86842,,,73.473686,383.23685,2279.9473,0.79868424,,375.0,80.868423,55.683422,122.38889,277.02631,,,4.0944443,5.9978948,,412.3421,307.39209,,7.8163157,174401.0,309550.5309,0.33,95821531180.47186,2.966160584856597e+16,,,,,,1.0
INDIA,ANDHRA PRADESH,GUNTUR,2010,GUNTUR2010,163.22501,,19.666666,89.300003,355.32501,2264.4751,1.0445,,409.75,84.125,50.60075,134.74359,272.95001,,,4.1571426,5.9732499,,430.92499,343.245,,8.0127497,186041.0,330210.7804,0.33,109039159492.377,3.600590595013788e+16,,,,,,1.0
