country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,andaman & nicobar islands,north and middle andaman,2000,North And Middle Andaman2000,,2000,andaman & nicobar islands,838,1247.872291,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2001,North And Middle Andaman2001,,2001,andaman & nicobar islands,857,1276.165338,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2002,North And Middle Andaman2002,,2002,andaman & nicobar islands,948,1411.674143,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2003,North And Middle Andaman2003,,2003,andaman & nicobar islands,1048,1560.584918,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2004,North And Middle Andaman2004,32.705883,2004,andaman & nicobar islands,1088,1620.149228,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2005,North And Middle Andaman2005,25.5,2005,andaman & nicobar islands,1720,1706.464588,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2006,North And Middle Andaman2006,,2006,andaman & nicobar islands,2029,2013.032935,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2007,North And Middle Andaman2007,42.1875,2007,andaman & nicobar islands,2238,2220.388225,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2008,North And Middle Andaman2008,,2008,andaman & nicobar islands,2579,2558.704751,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2009,North And Middle Andaman2009,,2009,andaman & nicobar islands,2911,2888.092101,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2010,North And Middle Andaman2010,,2010,andaman & nicobar islands,3164,3139.101137,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2011,North And Middle Andaman2011,,2011,andaman & nicobar islands,3431,3404,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2012,North And Middle Andaman2012,,2012,andaman & nicobar islands,3558,3558,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2013,North And Middle Andaman2013,,2013,andaman & nicobar islands,3811,3811,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2014,North And Middle Andaman2014,,2014,andaman & nicobar islands,4151,4151,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2015,North And Middle Andaman2015,,2015,andaman & nicobar islands,4483,4483,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2016,North And Middle Andaman2016,27.379311,2016,andaman & nicobar islands,5091,5091,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2017,North And Middle Andaman2017,,2017,andaman & nicobar islands,5750,5750,north and middle andaman,0.3
India,andaman & nicobar islands,north and middle andaman,2018,North And Middle Andaman2018,27.95647,2018,andaman & nicobar islands,6108,6108,north and middle andaman,0.3
India,andaman & nicobar islands,south andaman,2000,South Andaman2000,,2000,andaman & nicobar islands,838,1247.872291,south andaman,0.33
India,andaman & nicobar islands,south andaman,2001,South Andaman2001,,2001,andaman & nicobar islands,857,1276.165338,south andaman,0.33
India,andaman & nicobar islands,south andaman,2002,South Andaman2002,,2002,andaman & nicobar islands,948,1411.674143,south andaman,0.33
India,andaman & nicobar islands,south andaman,2003,South Andaman2003,,2003,andaman & nicobar islands,1048,1560.584918,south andaman,0.33
India,andaman & nicobar islands,south andaman,2004,South Andaman2004,38.52,2004,andaman & nicobar islands,1088,1620.149228,south andaman,0.33
India,andaman & nicobar islands,south andaman,2005,South Andaman2005,33,2005,andaman & nicobar islands,1720,1706.464588,south andaman,0.33
India,andaman & nicobar islands,south andaman,2006,South Andaman2006,,2006,andaman & nicobar islands,2029,2013.032935,south andaman,0.33
India,andaman & nicobar islands,south andaman,2007,South Andaman2007,67.269234,2007,andaman & nicobar islands,2238,2220.388225,south andaman,0.33
India,andaman & nicobar islands,south andaman,2008,South Andaman2008,,2008,andaman & nicobar islands,2579,2558.704751,south andaman,0.33
India,andaman & nicobar islands,south andaman,2009,South Andaman2009,14.454545,2009,andaman & nicobar islands,2911,2888.092101,south andaman,0.33
India,andaman & nicobar islands,south andaman,2010,South Andaman2010,30.799999,2010,andaman & nicobar islands,3164,3139.101137,south andaman,0.33
India,andaman & nicobar islands,south andaman,2011,South Andaman2011,22.878788,2011,andaman & nicobar islands,3431,3404,south andaman,0.33
India,andaman & nicobar islands,south andaman,2012,South Andaman2012,39.5625,2012,andaman & nicobar islands,3558,3558,south andaman,0.33
India,andaman & nicobar islands,south andaman,2013,South Andaman2013,52.032204,2013,andaman & nicobar islands,3811,3811,south andaman,0.33
India,andaman & nicobar islands,south andaman,2014,South Andaman2014,,2014,andaman & nicobar islands,4151,4151,south andaman,0.33
India,andaman & nicobar islands,south andaman,2015,South Andaman2015,,2015,andaman & nicobar islands,4483,4483,south andaman,0.33
India,andaman & nicobar islands,south andaman,2016,South Andaman2016,22.517857,2016,andaman & nicobar islands,5091,5091,south andaman,0.33
India,andaman & nicobar islands,south andaman,2017,South Andaman2017,,2017,andaman & nicobar islands,5750,5750,south andaman,0.33
India,andaman & nicobar islands,south andaman,2018,South Andaman2018,27.216545,2018,andaman & nicobar islands,6108,6108,south andaman,0.33
India,andhra pradesh,anantapur,2000,Anantapur2000,142.11765,2000,andhra pradesh,126035,171093.798,anantapur,0.27
India,andhra pradesh,anantapur,2001,Anantapur2001,86.779999,2001,andhra pradesh,131750,178851.9688,anantapur,0.27
India,andhra pradesh,anantapur,2002,Anantapur2002,,2002,andhra pradesh,134749,182923.1419,anantapur,0.27
India,andhra pradesh,anantapur,2003,Anantapur2003,,2003,andhra pradesh,147950,200843.634,anantapur,0.27
India,andhra pradesh,anantapur,2004,Anantapur2004,110.33334,2004,andhra pradesh,158714,215455.8738,anantapur,0.27
India,andhra pradesh,anantapur,2005,Anantapur2005,213.90909,2005,andhra pradesh,128150,227457.9878,anantapur,0.27
India,andhra pradesh,anantapur,2006,Anantapur2006,107,2006,andhra pradesh,141610,251348.62,anantapur,0.27
India,andhra pradesh,anantapur,2007,Anantapur2007,79.481483,2007,andhra pradesh,159270,282693.9814,anantapur,0.27
India,andhra pradesh,anantapur,2008,Anantapur2008,138.5,2008,andhra pradesh,163341,289919.744,anantapur,0.27
India,andhra pradesh,anantapur,2009,Anantapur2009,103.34782,2009,andhra pradesh,174401,309550.5309,anantapur,0.27
India,andhra pradesh,anantapur,2010,Anantapur2010,101.23077,2010,andhra pradesh,186041,330210.7804,anantapur,0.27
India,andhra pradesh,anantapur,2011,Anantapur2011,164.95833,2011,andhra pradesh,191554,339996,anantapur,0.27
India,andhra pradesh,anantapur,2012,Anantapur2012,,2012,andhra pradesh,341335,341335,anantapur,0.27
India,andhra pradesh,anantapur,2013,Anantapur2013,103.21875,2013,andhra pradesh,360239,360239,anantapur,0.27
India,andhra pradesh,anantapur,2014,Anantapur2014,138.45,2014,andhra pradesh,397064,397064,anantapur,0.27
India,andhra pradesh,anantapur,2015,Anantapur2015,107.94815,2015,andhra pradesh,446997,446997,anantapur,0.27
India,andhra pradesh,anantapur,2016,Anantapur2016,94.451614,2016,andhra pradesh,477566,477566,anantapur,0.27
India,andhra pradesh,anantapur,2017,Anantapur2017,129.65218,2017,andhra pradesh,526626,526626,anantapur,0.27
India,andhra pradesh,anantapur,2018,Anantapur2018,86.210808,2018,andhra pradesh,558862,558862,anantapur,0.27
India,andhra pradesh,chittoor,2000,Chittoor2000,45.109093,2000,andhra pradesh,126035,171093.798,chittoor,0.31
India,andhra pradesh,chittoor,2001,Chittoor2001,,2001,andhra pradesh,131750,178851.9688,chittoor,0.31
India,andhra pradesh,chittoor,2002,Chittoor2002,,2002,andhra pradesh,134749,182923.1419,chittoor,0.31
India,andhra pradesh,chittoor,2003,Chittoor2003,,2003,andhra pradesh,147950,200843.634,chittoor,0.31
India,andhra pradesh,chittoor,2004,Chittoor2004,75.807693,2004,andhra pradesh,158714,215455.8738,chittoor,0.31
India,andhra pradesh,chittoor,2005,Chittoor2005,51.208332,2005,andhra pradesh,128150,227457.9878,chittoor,0.31
India,andhra pradesh,chittoor,2006,Chittoor2006,60.394737,2006,andhra pradesh,141610,251348.62,chittoor,0.31
India,andhra pradesh,chittoor,2007,Chittoor2007,54.162163,2007,andhra pradesh,159270,282693.9814,chittoor,0.31
India,andhra pradesh,chittoor,2008,Chittoor2008,61.429729,2008,andhra pradesh,163341,289919.744,chittoor,0.31
India,andhra pradesh,chittoor,2009,Chittoor2009,58.509377,2009,andhra pradesh,174401,309550.5309,chittoor,0.31
India,andhra pradesh,chittoor,2010,Chittoor2010,74.86216,2010,andhra pradesh,186041,330210.7804,chittoor,0.31
India,andhra pradesh,chittoor,2011,Chittoor2011,18.576086,2011,andhra pradesh,191554,339996,chittoor,0.31
India,andhra pradesh,chittoor,2012,Chittoor2012,,2012,andhra pradesh,341335,341335,chittoor,0.31
India,andhra pradesh,chittoor,2013,Chittoor2013,74.487503,2013,andhra pradesh,360239,360239,chittoor,0.31
India,andhra pradesh,chittoor,2014,Chittoor2014,80.838707,2014,andhra pradesh,397064,397064,chittoor,0.31
India,andhra pradesh,chittoor,2015,Chittoor2015,50.768749,2015,andhra pradesh,446997,446997,chittoor,0.31
India,andhra pradesh,chittoor,2016,Chittoor2016,74.0625,2016,andhra pradesh,477566,477566,chittoor,0.31
India,andhra pradesh,chittoor,2017,Chittoor2017,56.633335,2017,andhra pradesh,526626,526626,chittoor,0.31
India,andhra pradesh,chittoor,2018,Chittoor2018,52.628124,2018,andhra pradesh,558862,558862,chittoor,0.31
India,andhra pradesh,east godavari,2000,East Godavari2000,130.9697,2000,andhra pradesh,126035,171093.798,east godavari,0.28
India,andhra pradesh,east godavari,2001,East Godavari2001,,2001,andhra pradesh,131750,178851.9688,east godavari,0.28
India,andhra pradesh,east godavari,2002,East Godavari2002,,2002,andhra pradesh,134749,182923.1419,east godavari,0.28
India,andhra pradesh,east godavari,2003,East Godavari2003,,2003,andhra pradesh,147950,200843.634,east godavari,0.28
India,andhra pradesh,east godavari,2004,East Godavari2004,106.43333,2004,andhra pradesh,158714,215455.8738,east godavari,0.28
India,andhra pradesh,east godavari,2005,East Godavari2005,98.096878,2005,andhra pradesh,128150,227457.9878,east godavari,0.28
India,andhra pradesh,east godavari,2006,East Godavari2006,80.205879,2006,andhra pradesh,141610,251348.62,east godavari,0.28
India,andhra pradesh,east godavari,2007,East Godavari2007,88.147057,2007,andhra pradesh,159270,282693.9814,east godavari,0.28
India,andhra pradesh,east godavari,2008,East Godavari2008,67.21212,2008,andhra pradesh,163341,289919.744,east godavari,0.28
India,andhra pradesh,east godavari,2009,East Godavari2009,59.78125,2009,andhra pradesh,174401,309550.5309,east godavari,0.28
India,andhra pradesh,east godavari,2010,East Godavari2010,101.7125,2010,andhra pradesh,186041,330210.7804,east godavari,0.28
India,andhra pradesh,east godavari,2011,East Godavari2011,38.222286,2011,andhra pradesh,191554,339996,east godavari,0.28
India,andhra pradesh,east godavari,2012,East Godavari2012,,2012,andhra pradesh,341335,341335,east godavari,0.28
India,andhra pradesh,east godavari,2013,East Godavari2013,67.141075,2013,andhra pradesh,360239,360239,east godavari,0.28
India,andhra pradesh,east godavari,2014,East Godavari2014,78.220688,2014,andhra pradesh,397064,397064,east godavari,0.28
India,andhra pradesh,east godavari,2015,East Godavari2015,66.897057,2015,andhra pradesh,446997,446997,east godavari,0.28
India,andhra pradesh,east godavari,2016,East Godavari2016,81.509804,2016,andhra pradesh,477566,477566,east godavari,0.28
India,andhra pradesh,east godavari,2017,East Godavari2017,79.015945,2017,andhra pradesh,526626,526626,east godavari,0.28
India,andhra pradesh,east godavari,2018,East Godavari2018,80.129265,2018,andhra pradesh,558862,558862,east godavari,0.28
India,andhra pradesh,guntur,2000,Guntur2000,169.38095,2000,andhra pradesh,126035,171093.798,guntur,0.33
India,andhra pradesh,guntur,2001,Guntur2001,,2001,andhra pradesh,131750,178851.9688,guntur,0.33
India,andhra pradesh,guntur,2002,Guntur2002,,2002,andhra pradesh,134749,182923.1419,guntur,0.33
India,andhra pradesh,guntur,2003,Guntur2003,,2003,andhra pradesh,147950,200843.634,guntur,0.33
India,andhra pradesh,guntur,2004,Guntur2004,140.82001,2004,andhra pradesh,158714,215455.8738,guntur,0.33
India,andhra pradesh,guntur,2005,Guntur2005,147.41667,2005,andhra pradesh,128150,227457.9878,guntur,0.33
India,andhra pradesh,guntur,2006,Guntur2006,159.66667,2006,andhra pradesh,141610,251348.62,guntur,0.33
India,andhra pradesh,guntur,2007,Guntur2007,180.02499,2007,andhra pradesh,159270,282693.9814,guntur,0.33
India,andhra pradesh,guntur,2008,Guntur2008,187.92105,2008,andhra pradesh,163341,289919.744,guntur,0.33
India,andhra pradesh,guntur,2009,Guntur2009,162.86842,2009,andhra pradesh,174401,309550.5309,guntur,0.33
India,andhra pradesh,guntur,2010,Guntur2010,163.22501,2010,andhra pradesh,186041,330210.7804,guntur,0.33
India,andhra pradesh,guntur,2011,Guntur2011,196.69231,2011,andhra pradesh,191554,339996,guntur,0.33
India,andhra pradesh,guntur,2012,Guntur2012,,2012,andhra pradesh,341335,341335,guntur,0.33
India,andhra pradesh,guntur,2013,Guntur2013,152.57576,2013,andhra pradesh,360239,360239,guntur,0.33
India,andhra pradesh,guntur,2014,Guntur2014,148.84616,2014,andhra pradesh,397064,397064,guntur,0.33
India,andhra pradesh,guntur,2015,Guntur2015,211.73221,2015,andhra pradesh,446997,446997,guntur,0.33
India,andhra pradesh,guntur,2016,Guntur2016,227.8481,2016,andhra pradesh,477566,477566,guntur,0.33
India,andhra pradesh,guntur,2017,Guntur2017,197.29167,2017,andhra pradesh,526626,526626,guntur,0.33
India,andhra pradesh,guntur,2018,Guntur2018,165,2018,andhra pradesh,558862,558862,guntur,0.33
India,andhra pradesh,krishna,2000,Krishna2000,229.71428,2000,andhra pradesh,126035,171093.798,krishna,0.33
India,andhra pradesh,krishna,2001,Krishna2001,,2001,andhra pradesh,131750,178851.9688,krishna,0.33
India,andhra pradesh,krishna,2002,Krishna2002,,2002,andhra pradesh,134749,182923.1419,krishna,0.33
India,andhra pradesh,krishna,2003,Krishna2003,,2003,andhra pradesh,147950,200843.634,krishna,0.33
India,andhra pradesh,krishna,2004,Krishna2004,430.875,2004,andhra pradesh,158714,215455.8738,krishna,0.33
India,andhra pradesh,krishna,2005,Krishna2005,302.75,2005,andhra pradesh,128150,227457.9878,krishna,0.33
India,andhra pradesh,krishna,2006,Krishna2006,266.88,2006,andhra pradesh,141610,251348.62,krishna,0.33
India,andhra pradesh,krishna,2007,Krishna2007,336.0087,2007,andhra pradesh,159270,282693.9814,krishna,0.33
India,andhra pradesh,krishna,2008,Krishna2008,182.45454,2008,andhra pradesh,163341,289919.744,krishna,0.33
India,andhra pradesh,krishna,2009,Krishna2009,187.90909,2009,andhra pradesh,174401,309550.5309,krishna,0.33
India,andhra pradesh,krishna,2010,Krishna2010,126.36,2010,andhra pradesh,186041,330210.7804,krishna,0.33
India,andhra pradesh,krishna,2011,Krishna2011,201.5,2011,andhra pradesh,191554,339996,krishna,0.33
India,andhra pradesh,krishna,2012,Krishna2012,,2012,andhra pradesh,341335,341335,krishna,0.33
India,andhra pradesh,krishna,2013,Krishna2013,157.59091,2013,andhra pradesh,360239,360239,krishna,0.33
India,andhra pradesh,krishna,2014,Krishna2014,158.80983,2014,andhra pradesh,397064,397064,krishna,0.33
India,andhra pradesh,krishna,2015,Krishna2015,229.57143,2015,andhra pradesh,446997,446997,krishna,0.33
India,andhra pradesh,krishna,2016,Krishna2016,201.06154,2016,andhra pradesh,477566,477566,krishna,0.33
India,andhra pradesh,krishna,2017,Krishna2017,185.18182,2017,andhra pradesh,526626,526626,krishna,0.33
India,andhra pradesh,krishna,2018,Krishna2018,144.95085,2018,andhra pradesh,558862,558862,krishna,0.33
India,andhra pradesh,kurnool,2000,Kurnool2000,47,2000,andhra pradesh,126035,171093.798,kurnool,0.26
India,andhra pradesh,kurnool,2001,Kurnool2001,,2001,andhra pradesh,131750,178851.9688,kurnool,0.26
India,andhra pradesh,kurnool,2002,Kurnool2002,,2002,andhra pradesh,134749,182923.1419,kurnool,0.26
India,andhra pradesh,kurnool,2003,Kurnool2003,,2003,andhra pradesh,147950,200843.634,kurnool,0.26
India,andhra pradesh,kurnool,2004,Kurnool2004,159.70589,2004,andhra pradesh,158714,215455.8738,kurnool,0.26
India,andhra pradesh,kurnool,2005,Kurnool2005,196.06667,2005,andhra pradesh,128150,227457.9878,kurnool,0.26
India,andhra pradesh,kurnool,2006,Kurnool2006,199.19048,2006,andhra pradesh,141610,251348.62,kurnool,0.26
India,andhra pradesh,kurnool,2007,Kurnool2007,333.51035,2007,andhra pradesh,159270,282693.9814,kurnool,0.26
India,andhra pradesh,kurnool,2008,Kurnool2008,283.73077,2008,andhra pradesh,163341,289919.744,kurnool,0.26
India,andhra pradesh,kurnool,2009,Kurnool2009,149.05263,2009,andhra pradesh,174401,309550.5309,kurnool,0.26
India,andhra pradesh,kurnool,2010,Kurnool2010,158.87167,2010,andhra pradesh,186041,330210.7804,kurnool,0.26
India,andhra pradesh,kurnool,2011,Kurnool2011,198.7,2011,andhra pradesh,191554,339996,kurnool,0.26
India,andhra pradesh,kurnool,2012,Kurnool2012,,2012,andhra pradesh,341335,341335,kurnool,0.26
India,andhra pradesh,kurnool,2013,Kurnool2013,254.22174,2013,andhra pradesh,360239,360239,kurnool,0.26
India,andhra pradesh,kurnool,2014,Kurnool2014,194.59393,2014,andhra pradesh,397064,397064,kurnool,0.26
India,andhra pradesh,kurnool,2015,Kurnool2015,154.57187,2015,andhra pradesh,446997,446997,kurnool,0.26
India,andhra pradesh,kurnool,2016,Kurnool2016,386.09091,2016,andhra pradesh,477566,477566,kurnool,0.26
India,andhra pradesh,kurnool,2017,Kurnool2017,218.75333,2017,andhra pradesh,526626,526626,kurnool,0.26
India,andhra pradesh,kurnool,2018,Kurnool2018,291.8158,2018,andhra pradesh,558862,558862,kurnool,0.26
India,andhra pradesh,prakasam,2000,Prakasam2000,189.32353,2000,andhra pradesh,126035,171093.798,prakasam,0.24
India,andhra pradesh,prakasam,2001,Prakasam2001,,2001,andhra pradesh,131750,178851.9688,prakasam,0.24
India,andhra pradesh,prakasam,2002,Prakasam2002,,2002,andhra pradesh,134749,182923.1419,prakasam,0.24
India,andhra pradesh,prakasam,2003,Prakasam2003,,2003,andhra pradesh,147950,200843.634,prakasam,0.24
India,andhra pradesh,prakasam,2004,Prakasam2004,158.48,2004,andhra pradesh,158714,215455.8738,prakasam,0.24
India,andhra pradesh,prakasam,2005,Prakasam2005,188.09566,2005,andhra pradesh,128150,227457.9878,prakasam,0.24
India,andhra pradesh,prakasam,2006,Prakasam2006,157.42857,2006,andhra pradesh,141610,251348.62,prakasam,0.24
India,andhra pradesh,prakasam,2007,Prakasam2007,144.89285,2007,andhra pradesh,159270,282693.9814,prakasam,0.24
India,andhra pradesh,prakasam,2008,Prakasam2008,116.63636,2008,andhra pradesh,163341,289919.744,prakasam,0.24
India,andhra pradesh,prakasam,2009,Prakasam2009,162.93103,2009,andhra pradesh,174401,309550.5309,prakasam,0.24
India,andhra pradesh,prakasam,2010,Prakasam2010,113.68571,2010,andhra pradesh,186041,330210.7804,prakasam,0.24
India,andhra pradesh,prakasam,2011,Prakasam2011,155.33333,2011,andhra pradesh,191554,339996,prakasam,0.24
India,andhra pradesh,prakasam,2012,Prakasam2012,,2012,andhra pradesh,341335,341335,prakasam,0.24
India,andhra pradesh,prakasam,2013,Prakasam2013,109.84319,2013,andhra pradesh,360239,360239,prakasam,0.24
India,andhra pradesh,prakasam,2014,Prakasam2014,108.05614,2014,andhra pradesh,397064,397064,prakasam,0.24
India,andhra pradesh,prakasam,2015,Prakasam2015,135.67436,2015,andhra pradesh,446997,446997,prakasam,0.24
India,andhra pradesh,prakasam,2016,Prakasam2016,350.7037,2016,andhra pradesh,477566,477566,prakasam,0.24
India,andhra pradesh,prakasam,2017,Prakasam2017,294.40741,2017,andhra pradesh,526626,526626,prakasam,0.24
India,andhra pradesh,prakasam,2018,Prakasam2018,124.36,2018,andhra pradesh,558862,558862,prakasam,0.24
India,andhra pradesh,vizianagaram,2000,Vizianagaram2000,128.33333,2000,andhra pradesh,126035,171093.798,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2001,Vizianagaram2001,,2001,andhra pradesh,131750,178851.9688,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2002,Vizianagaram2002,,2002,andhra pradesh,134749,182923.1419,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2003,Vizianagaram2003,,2003,andhra pradesh,147950,200843.634,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2004,Vizianagaram2004,41.390907,2004,andhra pradesh,158714,215455.8738,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2005,Vizianagaram2005,40.458332,2005,andhra pradesh,128150,227457.9878,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2006,Vizianagaram2006,34.666668,2006,andhra pradesh,141610,251348.62,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2007,Vizianagaram2007,44.113045,2007,andhra pradesh,159270,282693.9814,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2008,Vizianagaram2008,45.519047,2008,andhra pradesh,163341,289919.744,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2009,Vizianagaram2009,36.373913,2009,andhra pradesh,174401,309550.5309,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2010,Vizianagaram2010,59.086956,2010,andhra pradesh,186041,330210.7804,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2011,Vizianagaram2011,49.472729,2011,andhra pradesh,191554,339996,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2012,Vizianagaram2012,,2012,andhra pradesh,341335,341335,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2013,Vizianagaram2013,58.885296,2013,andhra pradesh,360239,360239,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2014,Vizianagaram2014,47.051281,2014,andhra pradesh,397064,397064,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2015,Vizianagaram2015,55.644737,2015,andhra pradesh,446997,446997,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2016,Vizianagaram2016,55.744682,2016,andhra pradesh,477566,477566,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2017,Vizianagaram2017,51.325001,2017,andhra pradesh,526626,526626,vizianagaram,0.28
India,andhra pradesh,vizianagaram,2018,Vizianagaram2018,43.641026,2018,andhra pradesh,558862,558862,vizianagaram,0.28
India,andhra pradesh,west godavari,2000,West Godavari2000,115.95834,2000,andhra pradesh,126035,171093.798,west godavari,0.26
India,andhra pradesh,west godavari,2001,West Godavari2001,,2001,andhra pradesh,131750,178851.9688,west godavari,0.26
India,andhra pradesh,west godavari,2002,West Godavari2002,,2002,andhra pradesh,134749,182923.1419,west godavari,0.26
India,andhra pradesh,west godavari,2003,West Godavari2003,,2003,andhra pradesh,147950,200843.634,west godavari,0.26
India,andhra pradesh,west godavari,2004,West Godavari2004,108,2004,andhra pradesh,158714,215455.8738,west godavari,0.26
India,andhra pradesh,west godavari,2005,West Godavari2005,158.41667,2005,andhra pradesh,128150,227457.9878,west godavari,0.26
India,andhra pradesh,west godavari,2006,West Godavari2006,96.794121,2006,andhra pradesh,141610,251348.62,west godavari,0.26
India,andhra pradesh,west godavari,2007,West Godavari2007,114.25,2007,andhra pradesh,159270,282693.9814,west godavari,0.26
India,andhra pradesh,west godavari,2008,West Godavari2008,88.833336,2008,andhra pradesh,163341,289919.744,west godavari,0.26
India,andhra pradesh,west godavari,2009,West Godavari2009,179.53334,2009,andhra pradesh,174401,309550.5309,west godavari,0.26
India,andhra pradesh,west godavari,2010,West Godavari2010,124.76471,2010,andhra pradesh,186041,330210.7804,west godavari,0.26
India,andhra pradesh,west godavari,2011,West Godavari2011,99.222221,2011,andhra pradesh,191554,339996,west godavari,0.26
India,andhra pradesh,west godavari,2012,West Godavari2012,,2012,andhra pradesh,341335,341335,west godavari,0.26
India,andhra pradesh,west godavari,2013,West Godavari2013,137.40541,2013,andhra pradesh,360239,360239,west godavari,0.26
India,andhra pradesh,west godavari,2014,West Godavari2014,115.37838,2014,andhra pradesh,397064,397064,west godavari,0.26
India,andhra pradesh,west godavari,2015,West Godavari2015,134.39546,2015,andhra pradesh,446997,446997,west godavari,0.26
India,andhra pradesh,west godavari,2016,West Godavari2016,98.42466,2016,andhra pradesh,477566,477566,west godavari,0.26
India,andhra pradesh,west godavari,2017,West Godavari2017,105.675,2017,andhra pradesh,526626,526626,west godavari,0.26
India,andhra pradesh,west godavari,2018,West Godavari2018,81.792854,2018,andhra pradesh,558862,558862,west godavari,0.26
India,andhra pradesh,y.s.r.,2000,Y.S.R.2000,212.16667,2000,andhra pradesh,126035,171093.798,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2001,Y.S.R.2001,,2001,andhra pradesh,131750,178851.9688,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2002,Y.S.R.2002,,2002,andhra pradesh,134749,182923.1419,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2003,Y.S.R.2003,,2003,andhra pradesh,147950,200843.634,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2004,Y.S.R.2004,44.511112,2004,andhra pradesh,158714,215455.8738,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2005,Y.S.R.2005,157.54546,2005,andhra pradesh,128150,227457.9878,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2006,Y.S.R.2006,132.00714,2006,andhra pradesh,141610,251348.62,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2007,Y.S.R.2007,87.89286,2007,andhra pradesh,159270,282693.9814,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2008,Y.S.R.2008,84.263161,2008,andhra pradesh,163341,289919.744,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2009,Y.S.R.2009,94.824997,2009,andhra pradesh,174401,309550.5309,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2010,Y.S.R.2010,70.409088,2010,andhra pradesh,186041,330210.7804,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2011,Y.S.R.2011,45.595333,2011,andhra pradesh,191554,339996,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2012,Y.S.R.2012,,2012,andhra pradesh,341335,341335,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2013,Y.S.R.2013,78.324997,2013,andhra pradesh,360239,360239,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2014,Y.S.R.2014,126,2014,andhra pradesh,397064,397064,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2015,Y.S.R.2015,125.24615,2015,andhra pradesh,446997,446997,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2016,Y.S.R.2016,113.2,2016,andhra pradesh,477566,477566,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2017,Y.S.R.2017,104.4575,2017,andhra pradesh,526626,526626,y.s.r.,0.35
India,andhra pradesh,y.s.r.,2018,Y.S.R.2018,203.27272,2018,andhra pradesh,558862,558862,y.s.r.,0.35
India,arunachal pradesh,changlang,2000,Changlang2000,,2000,arunachal pradesh,1607,4732.955556,changlang,0.3
India,arunachal pradesh,changlang,2001,Changlang2001,,2001,arunachal pradesh,1864,5489.87502,changlang,0.3
India,arunachal pradesh,changlang,2002,Changlang2002,,2002,arunachal pradesh,1775,5227.751159,changlang,0.3
India,arunachal pradesh,changlang,2003,Changlang2003,,2003,arunachal pradesh,1968,5796.177059,changlang,0.3
India,arunachal pradesh,changlang,2004,Changlang2004,,2004,arunachal pradesh,2222,6544.260887,changlang,0.3
India,arunachal pradesh,changlang,2005,Changlang2005,6.6666665,2005,arunachal pradesh,3281,6735.169376,changlang,0.3
