country,state,district,year,dyid,sulfate,YEAR,STATE,SDP,SDP_NORM,DistrictName,ginivalue
India,tamil nadu,dindigul,2011,Dindigul2011,17.636364,2011,tamil nadu,386508,674478,dindigul,0.28
India,tamil nadu,dindigul,2013,Dindigul2013,,2013,tamil nadu,750416,750416,dindigul,0.28
India,tamil nadu,dindigul,2007,Dindigul2007,80.111115,2007,tamil nadu,272340,475248.4774,dindigul,0.28
India,tamil nadu,dindigul,2010,Dindigul2010,63.133335,2010,tamil nadu,359961,628152.0055,dindigul,0.28
India,tamil nadu,dindigul,2015,Dindigul2015,90.272728,2015,tamil nadu,862437,862437,dindigul,0.28
India,tamil nadu,dindigul,2005,Dindigul2005,103.33334,2005,tamil nadu,221588,386683.409,dindigul,0.28
India,tamil nadu,dindigul,2017,Dindigul2017,99,2017,tamil nadu,1000308,1000308,dindigul,0.28
India,tamil nadu,dindigul,2008,Dindigul2008,,2008,tamil nadu,286744,500384.2602,dindigul,0.28
India,tamil nadu,dindigul,2000,Dindigul2000,121.7619,2000,tamil nadu,126349,288498.3206,dindigul,0.28
India,tamil nadu,dindigul,2001,Dindigul2001,70.370369,2001,tamil nadu,123901,282908.6927,dindigul,0.28
India,tamil nadu,dindigul,2002,Dindigul2002,164.15384,2002,tamil nadu,124521,284324.3664,dindigul,0.28
India,tamil nadu,dindigul,2003,Dindigul2003,,2003,tamil nadu,132281,302043.1214,dindigul,0.28
India,tamil nadu,dindigul,2004,Dindigul2004,101.625,2004,tamil nadu,147994,337921.3168,dindigul,0.28
India,tamil nadu,dindigul,2006,Dindigul2006,115.05556,2006,tamil nadu,256286,447233.3528,dindigul,0.28
India,tamil nadu,dindigul,2009,Dindigul2009,51.25,2009,tamil nadu,316760,552763.853,dindigul,0.28
India,tamil nadu,dindigul,2012,Dindigul2012,,2012,tamil nadu,709343,709343,dindigul,0.28
India,tamil nadu,dindigul,2014,Dindigul2014,190.91667,2014,tamil nadu,791915,791915,dindigul,0.28
India,tamil nadu,dindigul,2016,Dindigul2016,111.24138,2016,tamil nadu,922084,922084,dindigul,0.28
India,tamil nadu,dindigul,2018,Dindigul2018,123.63035,2018,tamil nadu,1071602,1071602,dindigul,0.28
India,tamil nadu,erode,2011,Erode2011,53,2011,tamil nadu,386508,674478,erode,0.31
India,tamil nadu,erode,2013,Erode2013,,2013,tamil nadu,750416,750416,erode,0.31
India,tamil nadu,erode,2007,Erode2007,377.57895,2007,tamil nadu,272340,475248.4774,erode,0.31
India,tamil nadu,erode,2010,Erode2010,184.39999,2010,tamil nadu,359961,628152.0055,erode,0.31
India,tamil nadu,erode,2015,Erode2015,114.4375,2015,tamil nadu,862437,862437,erode,0.31
India,tamil nadu,erode,2005,Erode2005,108.71429,2005,tamil nadu,221588,386683.409,erode,0.31
India,tamil nadu,erode,2017,Erode2017,183.728,2017,tamil nadu,1000308,1000308,erode,0.31
India,tamil nadu,erode,2008,Erode2008,,2008,tamil nadu,286744,500384.2602,erode,0.31
India,tamil nadu,erode,2000,Erode2000,88.925926,2000,tamil nadu,126349,288498.3206,erode,0.31
India,tamil nadu,erode,2001,Erode2001,62.03846,2001,tamil nadu,123901,282908.6927,erode,0.31
India,tamil nadu,erode,2002,Erode2002,86.153847,2002,tamil nadu,124521,284324.3664,erode,0.31
India,tamil nadu,erode,2003,Erode2003,,2003,tamil nadu,132281,302043.1214,erode,0.31
India,tamil nadu,erode,2004,Erode2004,73.888885,2004,tamil nadu,147994,337921.3168,erode,0.31
India,tamil nadu,erode,2006,Erode2006,231.3,2006,tamil nadu,256286,447233.3528,erode,0.31
India,tamil nadu,erode,2009,Erode2009,76.176468,2009,tamil nadu,316760,552763.853,erode,0.31
India,tamil nadu,erode,2012,Erode2012,,2012,tamil nadu,709343,709343,erode,0.31
India,tamil nadu,erode,2014,Erode2014,118.77778,2014,tamil nadu,791915,791915,erode,0.31
India,tamil nadu,erode,2016,Erode2016,214.14186,2016,tamil nadu,922084,922084,erode,0.31
India,tamil nadu,erode,2018,Erode2018,100.68195,2018,tamil nadu,1071602,1071602,erode,0.31
India,tamil nadu,karur,2011,Karur2011,183.75,2011,tamil nadu,386508,674478,karur,0.3
India,tamil nadu,karur,2013,Karur2013,0,2013,tamil nadu,750416,750416,karur,0.3
India,tamil nadu,karur,2007,Karur2007,189.55556,2007,tamil nadu,272340,475248.4774,karur,0.3
India,tamil nadu,karur,2010,Karur2010,241.42857,2010,tamil nadu,359961,628152.0055,karur,0.3
India,tamil nadu,karur,2015,Karur2015,138.57143,2015,tamil nadu,862437,862437,karur,0.3
India,tamil nadu,karur,2005,Karur2005,172.5,2005,tamil nadu,221588,386683.409,karur,0.3
India,tamil nadu,karur,2017,Karur2017,307.67999,2017,tamil nadu,1000308,1000308,karur,0.3
India,tamil nadu,karur,2008,Karur2008,,2008,tamil nadu,286744,500384.2602,karur,0.3
India,tamil nadu,karur,2000,Karur2000,140.33333,2000,tamil nadu,126349,288498.3206,karur,0.3
India,tamil nadu,karur,2001,Karur2001,178.66667,2001,tamil nadu,123901,282908.6927,karur,0.3
India,tamil nadu,karur,2002,Karur2002,85.5,2002,tamil nadu,124521,284324.3664,karur,0.3
India,tamil nadu,karur,2003,Karur2003,,2003,tamil nadu,132281,302043.1214,karur,0.3
India,tamil nadu,karur,2004,Karur2004,66,2004,tamil nadu,147994,337921.3168,karur,0.3
India,tamil nadu,karur,2006,Karur2006,216.85715,2006,tamil nadu,256286,447233.3528,karur,0.3
India,tamil nadu,karur,2009,Karur2009,137,2009,tamil nadu,316760,552763.853,karur,0.3
India,tamil nadu,karur,2012,Karur2012,,2012,tamil nadu,709343,709343,karur,0.3
India,tamil nadu,karur,2014,Karur2014,148.82857,2014,tamil nadu,791915,791915,karur,0.3
India,tamil nadu,karur,2016,Karur2016,119.6,2016,tamil nadu,922084,922084,karur,0.3
India,tamil nadu,karur,2018,Karur2018,163,2018,tamil nadu,1071602,1071602,karur,0.3
India,tamil nadu,krishnagiri,2011,Krishnagiri2011,157.5,2011,tamil nadu,386508,674478,krishnagiri,0.39
India,tamil nadu,krishnagiri,2013,Krishnagiri2013,,2013,tamil nadu,750416,750416,krishnagiri,0.39
India,tamil nadu,krishnagiri,2007,Krishnagiri2007,95.428574,2007,tamil nadu,272340,475248.4774,krishnagiri,0.39
India,tamil nadu,krishnagiri,2010,Krishnagiri2010,93.199997,2010,tamil nadu,359961,628152.0055,krishnagiri,0.39
India,tamil nadu,krishnagiri,2015,Krishnagiri2015,69,2015,tamil nadu,862437,862437,krishnagiri,0.39
India,tamil nadu,krishnagiri,2005,Krishnagiri2005,82,2005,tamil nadu,221588,386683.409,krishnagiri,0.39
India,tamil nadu,krishnagiri,2017,Krishnagiri2017,59.636364,2017,tamil nadu,1000308,1000308,krishnagiri,0.39
India,tamil nadu,krishnagiri,2008,Krishnagiri2008,,2008,tamil nadu,286744,500384.2602,krishnagiri,0.39
India,tamil nadu,krishnagiri,2000,Krishnagiri2000,94.6875,2000,tamil nadu,126349,288498.3206,krishnagiri,0.39
India,tamil nadu,krishnagiri,2001,Krishnagiri2001,160.23077,2001,tamil nadu,123901,282908.6927,krishnagiri,0.39
India,tamil nadu,krishnagiri,2002,Krishnagiri2002,37.42857,2002,tamil nadu,124521,284324.3664,krishnagiri,0.39
India,tamil nadu,krishnagiri,2003,Krishnagiri2003,,2003,tamil nadu,132281,302043.1214,krishnagiri,0.39
India,tamil nadu,krishnagiri,2004,Krishnagiri2004,68.571426,2004,tamil nadu,147994,337921.3168,krishnagiri,0.39
India,tamil nadu,krishnagiri,2006,Krishnagiri2006,104.5,2006,tamil nadu,256286,447233.3528,krishnagiri,0.39
India,tamil nadu,krishnagiri,2009,Krishnagiri2009,82,2009,tamil nadu,316760,552763.853,krishnagiri,0.39
India,tamil nadu,krishnagiri,2012,Krishnagiri2012,,2012,tamil nadu,709343,709343,krishnagiri,0.39
India,tamil nadu,krishnagiri,2014,Krishnagiri2014,,2014,tamil nadu,791915,791915,krishnagiri,0.39
India,tamil nadu,krishnagiri,2016,Krishnagiri2016,303.79999,2016,tamil nadu,922084,922084,krishnagiri,0.39
India,tamil nadu,krishnagiri,2018,Krishnagiri2018,115.16695,2018,tamil nadu,1071602,1071602,krishnagiri,0.39
India,tamil nadu,madurai,2011,Madurai2011,244.8,2011,tamil nadu,386508,674478,madurai,0.28
India,tamil nadu,madurai,2013,Madurai2013,,2013,tamil nadu,750416,750416,madurai,0.28
India,tamil nadu,madurai,2007,Madurai2007,64,2007,tamil nadu,272340,475248.4774,madurai,0.28
India,tamil nadu,madurai,2010,Madurai2010,68.5,2010,tamil nadu,359961,628152.0055,madurai,0.28
India,tamil nadu,madurai,2015,Madurai2015,244.14285,2015,tamil nadu,862437,862437,madurai,0.28
India,tamil nadu,madurai,2005,Madurai2005,53.333332,2005,tamil nadu,221588,386683.409,madurai,0.28
India,tamil nadu,madurai,2017,Madurai2017,83.63636,2017,tamil nadu,1000308,1000308,madurai,0.28
India,tamil nadu,madurai,2008,Madurai2008,,2008,tamil nadu,286744,500384.2602,madurai,0.28
India,tamil nadu,madurai,2000,Madurai2000,117.25,2000,tamil nadu,126349,288498.3206,madurai,0.28
India,tamil nadu,madurai,2001,Madurai2001,97.769234,2001,tamil nadu,123901,282908.6927,madurai,0.28
India,tamil nadu,madurai,2002,Madurai2002,75.75,2002,tamil nadu,124521,284324.3664,madurai,0.28
India,tamil nadu,madurai,2003,Madurai2003,,2003,tamil nadu,132281,302043.1214,madurai,0.28
India,tamil nadu,madurai,2004,Madurai2004,77,2004,tamil nadu,147994,337921.3168,madurai,0.28
India,tamil nadu,madurai,2006,Madurai2006,73.25,2006,tamil nadu,256286,447233.3528,madurai,0.28
India,tamil nadu,madurai,2009,Madurai2009,92.599998,2009,tamil nadu,316760,552763.853,madurai,0.28
India,tamil nadu,madurai,2012,Madurai2012,,2012,tamil nadu,709343,709343,madurai,0.28
India,tamil nadu,madurai,2014,Madurai2014,274.71429,2014,tamil nadu,791915,791915,madurai,0.28
India,tamil nadu,madurai,2016,Madurai2016,81.063637,2016,tamil nadu,922084,922084,madurai,0.28
India,tamil nadu,madurai,2018,Madurai2018,234.80476,2018,tamil nadu,1071602,1071602,madurai,0.28
India,tamil nadu,nagapattinam,2011,Nagapattinam2011,58.285713,2011,tamil nadu,386508,674478,nagapattinam,0.26
India,tamil nadu,nagapattinam,2013,Nagapattinam2013,0,2013,tamil nadu,750416,750416,nagapattinam,0.26
India,tamil nadu,nagapattinam,2007,Nagapattinam2007,206.875,2007,tamil nadu,272340,475248.4774,nagapattinam,0.26
India,tamil nadu,nagapattinam,2010,Nagapattinam2010,,2010,tamil nadu,359961,628152.0055,nagapattinam,0.26
India,tamil nadu,nagapattinam,2015,Nagapattinam2015,114,2015,tamil nadu,862437,862437,nagapattinam,0.26
India,tamil nadu,nagapattinam,2005,Nagapattinam2005,93.5,2005,tamil nadu,221588,386683.409,nagapattinam,0.26
India,tamil nadu,nagapattinam,2017,Nagapattinam2017,149.95384,2017,tamil nadu,1000308,1000308,nagapattinam,0.26
India,tamil nadu,nagapattinam,2008,Nagapattinam2008,,2008,tamil nadu,286744,500384.2602,nagapattinam,0.26
India,tamil nadu,nagapattinam,2000,Nagapattinam2000,40,2000,tamil nadu,126349,288498.3206,nagapattinam,0.26
India,tamil nadu,nagapattinam,2001,Nagapattinam2001,87.428574,2001,tamil nadu,123901,282908.6927,nagapattinam,0.26
India,tamil nadu,nagapattinam,2002,Nagapattinam2002,43.666668,2002,tamil nadu,124521,284324.3664,nagapattinam,0.26
India,tamil nadu,nagapattinam,2003,Nagapattinam2003,,2003,tamil nadu,132281,302043.1214,nagapattinam,0.26
India,tamil nadu,nagapattinam,2004,Nagapattinam2004,58,2004,tamil nadu,147994,337921.3168,nagapattinam,0.26
India,tamil nadu,nagapattinam,2006,Nagapattinam2006,92.666664,2006,tamil nadu,256286,447233.3528,nagapattinam,0.26
India,tamil nadu,nagapattinam,2009,Nagapattinam2009,42.25,2009,tamil nadu,316760,552763.853,nagapattinam,0.26
India,tamil nadu,nagapattinam,2012,Nagapattinam2012,,2012,tamil nadu,709343,709343,nagapattinam,0.26
India,tamil nadu,nagapattinam,2014,Nagapattinam2014,121.55556,2014,tamil nadu,791915,791915,nagapattinam,0.26
India,tamil nadu,nagapattinam,2016,Nagapattinam2016,110.23963,2016,tamil nadu,922084,922084,nagapattinam,0.26
India,tamil nadu,nagapattinam,2018,Nagapattinam2018,80.178574,2018,tamil nadu,1071602,1071602,nagapattinam,0.26
India,tamil nadu,namakkal,2011,Namakkal2011,20.666666,2011,tamil nadu,386508,674478,namakkal,0.32
India,tamil nadu,namakkal,2013,Namakkal2013,0,2013,tamil nadu,750416,750416,namakkal,0.32
India,tamil nadu,namakkal,2007,Namakkal2007,526,2007,tamil nadu,272340,475248.4774,namakkal,0.32
India,tamil nadu,namakkal,2010,Namakkal2010,,2010,tamil nadu,359961,628152.0055,namakkal,0.32
India,tamil nadu,namakkal,2015,Namakkal2015,160.9375,2015,tamil nadu,862437,862437,namakkal,0.32
India,tamil nadu,namakkal,2005,Namakkal2005,138.10527,2005,tamil nadu,221588,386683.409,namakkal,0.32
India,tamil nadu,namakkal,2017,Namakkal2017,132.39024,2017,tamil nadu,1000308,1000308,namakkal,0.32
India,tamil nadu,namakkal,2008,Namakkal2008,,2008,tamil nadu,286744,500384.2602,namakkal,0.32
India,tamil nadu,namakkal,2000,Namakkal2000,193.11111,2000,tamil nadu,126349,288498.3206,namakkal,0.32
India,tamil nadu,namakkal,2001,Namakkal2001,182.61111,2001,tamil nadu,123901,282908.6927,namakkal,0.32
India,tamil nadu,namakkal,2002,Namakkal2002,143.84616,2002,tamil nadu,124521,284324.3664,namakkal,0.32
India,tamil nadu,namakkal,2003,Namakkal2003,,2003,tamil nadu,132281,302043.1214,namakkal,0.32
India,tamil nadu,namakkal,2004,Namakkal2004,162.70589,2004,tamil nadu,147994,337921.3168,namakkal,0.32
India,tamil nadu,namakkal,2006,Namakkal2006,331,2006,tamil nadu,256286,447233.3528,namakkal,0.32
India,tamil nadu,namakkal,2009,Namakkal2009,72.571426,2009,tamil nadu,316760,552763.853,namakkal,0.32
India,tamil nadu,namakkal,2012,Namakkal2012,,2012,tamil nadu,709343,709343,namakkal,0.32
India,tamil nadu,namakkal,2014,Namakkal2014,215.63,2014,tamil nadu,791915,791915,namakkal,0.32
India,tamil nadu,namakkal,2016,Namakkal2016,417.99231,2016,tamil nadu,922084,922084,namakkal,0.32
India,tamil nadu,namakkal,2018,Namakkal2018,142.79361,2018,tamil nadu,1071602,1071602,namakkal,0.32
India,tamil nadu,perambalur,2011,Perambalur2011,22.666666,2011,tamil nadu,386508,674478,perambalur,0.27
India,tamil nadu,perambalur,2013,Perambalur2013,,2013,tamil nadu,750416,750416,perambalur,0.27
India,tamil nadu,perambalur,2007,Perambalur2007,263.14285,2007,tamil nadu,272340,475248.4774,perambalur,0.27
India,tamil nadu,perambalur,2010,Perambalur2010,244,2010,tamil nadu,359961,628152.0055,perambalur,0.27
India,tamil nadu,perambalur,2015,Perambalur2015,113.66666,2015,tamil nadu,862437,862437,perambalur,0.27
India,tamil nadu,perambalur,2005,Perambalur2005,202.22223,2005,tamil nadu,221588,386683.409,perambalur,0.27
India,tamil nadu,perambalur,2017,Perambalur2017,171.71637,2017,tamil nadu,1000308,1000308,perambalur,0.27
India,tamil nadu,perambalur,2008,Perambalur2008,,2008,tamil nadu,286744,500384.2602,perambalur,0.27
India,tamil nadu,perambalur,2000,Perambalur2000,331.29999,2000,tamil nadu,126349,288498.3206,perambalur,0.27
India,tamil nadu,perambalur,2001,Perambalur2001,215.5,2001,tamil nadu,123901,282908.6927,perambalur,0.27
India,tamil nadu,perambalur,2002,Perambalur2002,262.20001,2002,tamil nadu,124521,284324.3664,perambalur,0.27
India,tamil nadu,perambalur,2003,Perambalur2003,,2003,tamil nadu,132281,302043.1214,perambalur,0.27
India,tamil nadu,perambalur,2004,Perambalur2004,377.71429,2004,tamil nadu,147994,337921.3168,perambalur,0.27
India,tamil nadu,perambalur,2006,Perambalur2006,450,2006,tamil nadu,256286,447233.3528,perambalur,0.27
India,tamil nadu,perambalur,2009,Perambalur2009,284,2009,tamil nadu,316760,552763.853,perambalur,0.27
India,tamil nadu,perambalur,2012,Perambalur2012,,2012,tamil nadu,709343,709343,perambalur,0.27
India,tamil nadu,perambalur,2014,Perambalur2014,553.75,2014,tamil nadu,791915,791915,perambalur,0.27
India,tamil nadu,perambalur,2016,Perambalur2016,171.60715,2016,tamil nadu,922084,922084,perambalur,0.27
India,tamil nadu,perambalur,2018,Perambalur2018,120.93125,2018,tamil nadu,1071602,1071602,perambalur,0.27
India,tamil nadu,pudukkottai,2011,Pudukkottai2011,41.111111,2011,tamil nadu,386508,674478,pudukkottai,0.27
India,tamil nadu,pudukkottai,2013,Pudukkottai2013,,2013,tamil nadu,750416,750416,pudukkottai,0.27
India,tamil nadu,pudukkottai,2007,Pudukkottai2007,104.21053,2007,tamil nadu,272340,475248.4774,pudukkottai,0.27
India,tamil nadu,pudukkottai,2010,Pudukkottai2010,91,2010,tamil nadu,359961,628152.0055,pudukkottai,0.27
India,tamil nadu,pudukkottai,2015,Pudukkottai2015,112.38461,2015,tamil nadu,862437,862437,pudukkottai,0.27
India,tamil nadu,pudukkottai,2005,Pudukkottai2005,161.5238,2005,tamil nadu,221588,386683.409,pudukkottai,0.27
India,tamil nadu,pudukkottai,2017,Pudukkottai2017,111.69231,2017,tamil nadu,1000308,1000308,pudukkottai,0.27
India,tamil nadu,pudukkottai,2008,Pudukkottai2008,,2008,tamil nadu,286744,500384.2602,pudukkottai,0.27
India,tamil nadu,pudukkottai,2000,Pudukkottai2000,115.05264,2000,tamil nadu,126349,288498.3206,pudukkottai,0.27
India,tamil nadu,pudukkottai,2001,Pudukkottai2001,132.2381,2001,tamil nadu,123901,282908.6927,pudukkottai,0.27
India,tamil nadu,pudukkottai,2002,Pudukkottai2002,207,2002,tamil nadu,124521,284324.3664,pudukkottai,0.27
India,tamil nadu,pudukkottai,2003,Pudukkottai2003,,2003,tamil nadu,132281,302043.1214,pudukkottai,0.27
India,tamil nadu,pudukkottai,2004,Pudukkottai2004,149.55556,2004,tamil nadu,147994,337921.3168,pudukkottai,0.27
India,tamil nadu,pudukkottai,2006,Pudukkottai2006,159.94444,2006,tamil nadu,256286,447233.3528,pudukkottai,0.27
India,tamil nadu,pudukkottai,2009,Pudukkottai2009,173.25,2009,tamil nadu,316760,552763.853,pudukkottai,0.27
India,tamil nadu,pudukkottai,2012,Pudukkottai2012,,2012,tamil nadu,709343,709343,pudukkottai,0.27
India,tamil nadu,pudukkottai,2014,Pudukkottai2014,195.2,2014,tamil nadu,791915,791915,pudukkottai,0.27
India,tamil nadu,pudukkottai,2016,Pudukkottai2016,109.25143,2016,tamil nadu,922084,922084,pudukkottai,0.27
India,tamil nadu,pudukkottai,2018,Pudukkottai2018,107.04074,2018,tamil nadu,1071602,1071602,pudukkottai,0.27
India,tamil nadu,ramanathapuram,2011,Ramanathapuram2011,33.53846,2011,tamil nadu,386508,674478,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2013,Ramanathapuram2013,0,2013,tamil nadu,750416,750416,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2007,Ramanathapuram2007,179.55238,2007,tamil nadu,272340,475248.4774,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2010,Ramanathapuram2010,,2010,tamil nadu,359961,628152.0055,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2015,Ramanathapuram2015,47.23077,2015,tamil nadu,862437,862437,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2005,Ramanathapuram2005,110.85714,2005,tamil nadu,221588,386683.409,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2017,Ramanathapuram2017,158.94444,2017,tamil nadu,1000308,1000308,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2008,Ramanathapuram2008,,2008,tamil nadu,286744,500384.2602,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2000,Ramanathapuram2000,179.94118,2000,tamil nadu,126349,288498.3206,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2001,Ramanathapuram2001,71.391304,2001,tamil nadu,123901,282908.6927,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2002,Ramanathapuram2002,110.08334,2002,tamil nadu,124521,284324.3664,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2003,Ramanathapuram2003,,2003,tamil nadu,132281,302043.1214,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2004,Ramanathapuram2004,213.08333,2004,tamil nadu,147994,337921.3168,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2006,Ramanathapuram2006,253.64999,2006,tamil nadu,256286,447233.3528,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2009,Ramanathapuram2009,122.11111,2009,tamil nadu,316760,552763.853,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2012,Ramanathapuram2012,,2012,tamil nadu,709343,709343,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2014,Ramanathapuram2014,290.83334,2014,tamil nadu,791915,791915,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2016,Ramanathapuram2016,144.425,2016,tamil nadu,922084,922084,ramanathapuram,0.25
India,tamil nadu,ramanathapuram,2018,Ramanathapuram2018,144.28519,2018,tamil nadu,1071602,1071602,ramanathapuram,0.25
India,tamil nadu,salem,2011,Salem2011,218.11111,2011,tamil nadu,386508,674478,salem,0.26
India,tamil nadu,salem,2013,Salem2013,0,2013,tamil nadu,750416,750416,salem,0.26
India,tamil nadu,salem,2007,Salem2007,278,2007,tamil nadu,272340,475248.4774,salem,0.26
India,tamil nadu,salem,2010,Salem2010,281.36365,2010,tamil nadu,359961,628152.0055,salem,0.26
India,tamil nadu,salem,2015,Salem2015,,2015,tamil nadu,862437,862437,salem,0.26
India,tamil nadu,salem,2005,Salem2005,83.785713,2005,tamil nadu,221588,386683.409,salem,0.26
India,tamil nadu,salem,2017,Salem2017,107.27273,2017,tamil nadu,1000308,1000308,salem,0.26
India,tamil nadu,salem,2008,Salem2008,,2008,tamil nadu,286744,500384.2602,salem,0.26
India,tamil nadu,salem,2000,Salem2000,147.5,2000,tamil nadu,126349,288498.3206,salem,0.26
India,tamil nadu,salem,2001,Salem2001,86.6875,2001,tamil nadu,123901,282908.6927,salem,0.26
India,tamil nadu,salem,2002,Salem2002,116.44444,2002,tamil nadu,124521,284324.3664,salem,0.26
India,tamil nadu,salem,2003,Salem2003,,2003,tamil nadu,132281,302043.1214,salem,0.26
India,tamil nadu,salem,2004,Salem2004,87.25,2004,tamil nadu,147994,337921.3168,salem,0.26
India,tamil nadu,salem,2006,Salem2006,214.5,2006,tamil nadu,256286,447233.3528,salem,0.26
India,tamil nadu,salem,2009,Salem2009,76.846153,2009,tamil nadu,316760,552763.853,salem,0.26
India,tamil nadu,salem,2012,Salem2012,,2012,tamil nadu,709343,709343,salem,0.26
India,tamil nadu,salem,2014,Salem2014,124.70909,2014,tamil nadu,791915,791915,salem,0.26
India,tamil nadu,salem,2016,Salem2016,406.24368,2016,tamil nadu,922084,922084,salem,0.26
India,tamil nadu,salem,2018,Salem2018,320.13077,2018,tamil nadu,1071602,1071602,salem,0.26
India,tamil nadu,sivaganga,2011,Sivaganga2011,33.333332,2011,tamil nadu,386508,674478,sivaganga,0.27
India,tamil nadu,sivaganga,2013,Sivaganga2013,,2013,tamil nadu,750416,750416,sivaganga,0.27
India,tamil nadu,sivaganga,2007,Sivaganga2007,97.5,2007,tamil nadu,272340,475248.4774,sivaganga,0.27
India,tamil nadu,sivaganga,2010,Sivaganga2010,42.875,2010,tamil nadu,359961,628152.0055,sivaganga,0.27
India,tamil nadu,sivaganga,2015,Sivaganga2015,,2015,tamil nadu,862437,862437,sivaganga,0.27
India,tamil nadu,sivaganga,2005,Sivaganga2005,66.400002,2005,tamil nadu,221588,386683.409,sivaganga,0.27
India,tamil nadu,sivaganga,2017,Sivaganga2017,110,2017,tamil nadu,1000308,1000308,sivaganga,0.27
India,tamil nadu,sivaganga,2008,Sivaganga2008,,2008,tamil nadu,286744,500384.2602,sivaganga,0.27
India,tamil nadu,sivaganga,2000,Sivaganga2000,187,2000,tamil nadu,126349,288498.3206,sivaganga,0.27
India,tamil nadu,sivaganga,2001,Sivaganga2001,123.31579,2001,tamil nadu,123901,282908.6927,sivaganga,0.27
India,tamil nadu,sivaganga,2002,Sivaganga2002,48,2002,tamil nadu,124521,284324.3664,sivaganga,0.27
India,tamil nadu,sivaganga,2003,Sivaganga2003,,2003,tamil nadu,132281,302043.1214,sivaganga,0.27
India,tamil nadu,sivaganga,2004,Sivaganga2004,61.333332,2004,tamil nadu,147994,337921.3168,sivaganga,0.27
India,tamil nadu,sivaganga,2006,Sivaganga2006,99.545456,2006,tamil nadu,256286,447233.3528,sivaganga,0.27
India,tamil nadu,sivaganga,2009,Sivaganga2009,40.81818,2009,tamil nadu,316760,552763.853,sivaganga,0.27
India,tamil nadu,sivaganga,2012,Sivaganga2012,,2012,tamil nadu,709343,709343,sivaganga,0.27
India,tamil nadu,sivaganga,2014,Sivaganga2014,125.00833,2014,tamil nadu,791915,791915,sivaganga,0.27
India,tamil nadu,sivaganga,2016,Sivaganga2016,114.42223,2016,tamil nadu,922084,922084,sivaganga,0.27
India,tamil nadu,sivaganga,2018,Sivaganga2018,123.33334,2018,tamil nadu,1071602,1071602,sivaganga,0.27
India,tamil nadu,thanjavur,2011,Thanjavur2011,99.75,2011,tamil nadu,386508,674478,thanjavur,0.28
India,tamil nadu,thanjavur,2013,Thanjavur2013,0,2013,tamil nadu,750416,750416,thanjavur,0.28
India,tamil nadu,thanjavur,2007,Thanjavur2007,137.7,2007,tamil nadu,272340,475248.4774,thanjavur,0.28
India,tamil nadu,thanjavur,2010,Thanjavur2010,,2010,tamil nadu,359961,628152.0055,thanjavur,0.28
India,tamil nadu,thanjavur,2015,Thanjavur2015,,2015,tamil nadu,862437,862437,thanjavur,0.28
India,tamil nadu,thanjavur,2005,Thanjavur2005,100.45454,2005,tamil nadu,221588,386683.409,thanjavur,0.28
India,tamil nadu,thanjavur,2017,Thanjavur2017,51.75,2017,tamil nadu,1000308,1000308,thanjavur,0.28
India,tamil nadu,thanjavur,2008,Thanjavur2008,,2008,tamil nadu,286744,500384.2602,thanjavur,0.28
India,tamil nadu,thanjavur,2000,Thanjavur2000,65.565216,2000,tamil nadu,126349,288498.3206,thanjavur,0.28
India,tamil nadu,thanjavur,2001,Thanjavur2001,83.045456,2001,tamil nadu,123901,282908.6927,thanjavur,0.28
India,tamil nadu,thanjavur,2002,Thanjavur2002,54.529411,2002,tamil nadu,124521,284324.3664,thanjavur,0.28
India,tamil nadu,thanjavur,2003,Thanjavur2003,,2003,tamil nadu,132281,302043.1214,thanjavur,0.28
India,tamil nadu,thanjavur,2004,Thanjavur2004,44.5625,2004,tamil nadu,147994,337921.3168,thanjavur,0.28
India,tamil nadu,thanjavur,2006,Thanjavur2006,139.61111,2006,tamil nadu,256286,447233.3528,thanjavur,0.28
India,tamil nadu,thanjavur,2009,Thanjavur2009,83.727272,2009,tamil nadu,316760,552763.853,thanjavur,0.28
India,tamil nadu,thanjavur,2012,Thanjavur2012,,2012,tamil nadu,709343,709343,thanjavur,0.28
India,tamil nadu,thanjavur,2014,Thanjavur2014,150.7,2014,tamil nadu,791915,791915,thanjavur,0.28
India,tamil nadu,thanjavur,2016,Thanjavur2016,66.477776,2016,tamil nadu,922084,922084,thanjavur,0.28
India,tamil nadu,thanjavur,2018,Thanjavur2018,61.59375,2018,tamil nadu,1071602,1071602,thanjavur,0.28
